word,count,frequency
tested,1,1.00630551033e-06
lameness,2,2.01261102066e-06
doom,59,5.93720251093e-05
vailed,1,1.00630551033e-06
martialist,1,1.00630551033e-06
thickest,4,4.02522204131e-06
lucina,3,3.01891653098e-06
vailes,1,1.00630551033e-06
learn,128,0.000128807105322
knocked,1,1.00630551033e-06
bogs,3,3.01891653098e-06
meaner,14,1.40882771446e-05
fartuous,1,1.00630551033e-06
cabileros,1,1.00630551033e-06
concordant,1,1.00630551033e-06
bonded,1,1.00630551033e-06
eftsoons,1,1.00630551033e-06
respective,4,4.02522204131e-06
hugg,2,2.01261102066e-06
hens,1,1.00630551033e-06
viand,1,1.00630551033e-06
hugh,42,4.22648314338e-05
enlarge,8,8.05044408262e-06
dismissed,1,1.00630551033e-06
dotard,3,3.01891653098e-06
toothpicker,1,1.00630551033e-06
hugs,1,1.00630551033e-06
erboard,3,3.01891653098e-06
sprinkle,3,3.01891653098e-06
intended,18,1.81134991859e-05
mender,4,4.02522204131e-06
disgraced,6,6.03783306197e-06
sympathize,3,3.01891653098e-06
mended,14,1.40882771446e-05
disgraces,5,5.03152755164e-06
malevolent,2,2.01261102066e-06
resemble,9,9.05674959295e-06
basilisco,1,1.00630551033e-06
protestation,8,8.05044408262e-06
everlastingly,4,4.02522204131e-06
signe,2,2.01261102066e-06
pirithous,7,7.04413857229e-06
roote,1,1.00630551033e-06
uncurse,1,1.00630551033e-06
installed,1,1.00630551033e-06
chequins,1,1.00630551033e-06
_there,1,1.00630551033e-06
paper,102,0.000102643162053
replies,10,1.00630551033e-05
smiling,35,3.52206928615e-05
roots,13,1.30819716343e-05
saucy,35,3.52206928615e-05
embay,1,1.00630551033e-06
stricture,1,1.00630551033e-06
hounds,30,3.01891653098e-05
sauce,15,1.50945826549e-05
entire,8,8.05044408262e-06
diffusest,1,1.00630551033e-06
weeds,45,4.52837479647e-05
doughtie,2,2.01261102066e-06
weedy,1,1.00630551033e-06
resisteth,1,1.00630551033e-06
denny,9,9.05674959295e-06
courser,8,8.05044408262e-06
courses,18,1.81134991859e-05
sovereignly,1,1.00630551033e-06
piping,2,2.01261102066e-06
betweene,10,1.00630551033e-05
begged,1,1.00630551033e-06
gioucestershire,1,1.00630551033e-06
treasonable,1,1.00630551033e-06
lanthorn,4,4.02522204131e-06
operation,6,6.03783306197e-06
slish,1,1.00630551033e-06
inquired,2,2.01261102066e-06
shepherdess,6,6.03783306197e-06
prodigals,1,1.00630551033e-06
dowsabel,1,1.00630551033e-06
research,2,2.01261102066e-06
denoted,1,1.00630551033e-06
impudence,4,4.02522204131e-06
copesmate,1,1.00630551033e-06
emilias,1,1.00630551033e-06
bedlam,8,8.05044408262e-06
parings,3,3.01891653098e-06
pairs,1,1.00630551033e-06
constraineth,1,1.00630551033e-06
needes,4,4.02522204131e-06
_juno,1,1.00630551033e-06
paire,3,3.01891653098e-06
testament,12,1.20756661239e-05
forsooth,48,4.83026644957e-05
purport,1,1.00630551033e-06
preservation,6,6.03783306197e-06
sequester,1,1.00630551033e-06
narcissus,5,5.03152755164e-06
scuffling,1,1.00630551033e-06
tristful,2,2.01261102066e-06
cradles,3,3.01891653098e-06
moderately,2,2.01261102066e-06
hallowed,5,5.03152755164e-06
saint,129,0.000129813410832
benedick,202,0.000203273713086
master,876,0.000881523627047
essays,1,1.00630551033e-06
ilium,5,5.03152755164e-06
cradled,1,1.00630551033e-06
peaceably,2,2.01261102066e-06
justly,32,3.22017763305e-05
ainsi,1,1.00630551033e-06
capilet,3,3.01891653098e-06
unlesson,1,1.00630551033e-06
ungrateful,6,6.03783306197e-06
perfum,7,7.04413857229e-06
spectatorship,1,1.00630551033e-06
graveless,1,1.00630551033e-06
inferreth,1,1.00630551033e-06
backeward,1,1.00630551033e-06
waft,7,7.04413857229e-06
jumpeth,1,1.00630551033e-06
servitude,4,4.02522204131e-06
bewasted,1,1.00630551033e-06
cleon,44,4.42774424544e-05
veronese,2,2.01261102066e-06
sell,41,4.12585259234e-05
sharps,1,1.00630551033e-06
seld,3,3.01891653098e-06
extorted,2,2.01261102066e-06
self,227,0.000228431350844
also,41,4.12585259234e-05
sharpe,4,4.02522204131e-06
astrea,1,1.00630551033e-06
mends,2,2.01261102066e-06
virus,1,1.00630551033e-06
blunting,2,2.01261102066e-06
outlustres,1,1.00630551033e-06
singled,4,4.02522204131e-06
feilds,1,1.00630551033e-06
understands,5,5.03152755164e-06
seize,35,3.52206928615e-05
sometimes,69,6.94350802126e-05
reeleth,1,1.00630551033e-06
barren,45,4.52837479647e-05
recks,2,2.01261102066e-06
barrel,1,1.00630551033e-06
quittal,1,1.00630551033e-06
ambiguities,2,2.01261102066e-06
bedrench,1,1.00630551033e-06
accommodations,1,1.00630551033e-06
ascanius,1,1.00630551033e-06
affin,3,3.01891653098e-06
occupation,10,1.00630551033e-05
indifferency,2,2.01261102066e-06
wrapp,9,9.05674959295e-06
wraps,1,1.00630551033e-06
wrapt,1,1.00630551033e-06
collop,2,2.01261102066e-06
ceasing,1,1.00630551033e-06
sunny,3,3.01891653098e-06
sunne,1,1.00630551033e-06
remedy,62,6.23909416403e-05
twill,67,6.7422469192e-05
compass,39,3.92459149028e-05
_looking,4,4.02522204131e-06
distraction,13,1.30819716343e-05
devoured,4,4.02522204131e-06
sects,3,3.01891653098e-06
pleasures,43,4.32711369441e-05
sojourn,9,9.05674959295e-06
madrigals,2,2.01261102066e-06
_herald,1,1.00630551033e-06
storming,1,1.00630551033e-06
insane,1,1.00630551033e-06
312,1,1.00630551033e-06
316,1,1.00630551033e-06
sipt,1,1.00630551033e-06
unplausive,1,1.00630551033e-06
overboard,5,5.03152755164e-06
presenteth,4,4.02522204131e-06
project,108,0.000108680995115
speed,249,0.000250570072072
thrive,61,6.138463613e-05
aspicious,1,1.00630551033e-06
445,1,1.00630551033e-06
deracinate,2,2.01261102066e-06
vnder,2,2.01261102066e-06
lass,8,8.05044408262e-06
last,305,0.00030692318065
opal,2,2.01261102066e-06
lash,6,6.03783306197e-06
bell,45,4.52837479647e-05
acted,7,7.04413857229e-06
possets,1,1.00630551033e-06
thrasonical,2,2.01261102066e-06
provok,16,1.61008881652e-05
bels,3,3.01891653098e-06
belt,2,2.01261102066e-06
surance,1,1.00630551033e-06
lender,3,3.01891653098e-06
finless,1,1.00630551033e-06
satire,4,4.02522204131e-06
suburbs,8,8.05044408262e-06
extravagant,4,4.02522204131e-06
combatants,5,5.03152755164e-06
infect,20,2.01261102066e-05
mildness,8,8.05044408262e-06
moderation,1,1.00630551033e-06
_kneeling_,1,1.00630551033e-06
awake,82,8.25170518469e-05
drawne,1,1.00630551033e-06
struck,83,8.35233573572e-05
presses,4,4.02522204131e-06
presser,1,1.00630551033e-06
caged,2,2.01261102066e-06
budger,1,1.00630551033e-06
budget,4,4.02522204131e-06
admire,9,9.05674959295e-06
33,1,1.00630551033e-06
pressed,1,1.00630551033e-06
31,1,1.00630551033e-06
real,3,3.01891653098e-06
accurs,13,1.30819716343e-05
binding,1,1.00630551033e-06
vot,1,1.00630551033e-06
vow,110,0.000110693606136
vor,3,3.01891653098e-06
captiv,1,1.00630551033e-06
starlight,2,2.01261102066e-06
erbeat,1,1.00630551033e-06
waddled,1,1.00630551033e-06
unbashful,1,1.00630551033e-06
mongrels,1,1.00630551033e-06
nickname,3,3.01891653098e-06
infamous,2,2.01261102066e-06
controlment,4,4.02522204131e-06
mered,1,1.00630551033e-06
honor,5,5.03152755164e-06
_tears,2,2.01261102066e-06
belee,1,1.00630551033e-06
recoverable,1,1.00630551033e-06
accusative,1,1.00630551033e-06
sequest,3,3.01891653098e-06
salve,13,1.30819716343e-05
suffolk,259,0.000260633127175
hercules,38,3.82396093925e-05
spinners,2,2.01261102066e-06
goblet,2,2.01261102066e-06
cuffs,2,2.01261102066e-06
lady,1008,0.00101435595441
cuffe,1,1.00630551033e-06
rangers,1,1.00630551033e-06
parents,17,1.71071936756e-05
couple,19,1.91198046962e-05
affaire,1,1.00630551033e-06
wives,63,6.33972471506e-05
abound,8,8.05044408262e-06
wived,1,1.00630551033e-06
unwearied,1,1.00630551033e-06
unbowed,1,1.00630551033e-06
chorus,41,4.12585259234e-05
tribes,3,3.01891653098e-06
turvy,1,1.00630551033e-06
methods,2,2.01261102066e-06
acknowledg,3,3.01891653098e-06
unsubstantial,2,2.01261102066e-06
necessaries,7,7.04413857229e-06
greener,1,1.00630551033e-06
nereides,1,1.00630551033e-06
novelty,3,3.01891653098e-06
benefit,40,4.02522204131e-05
cygnets,1,1.00630551033e-06
obscures,2,2.01261102066e-06
uncropped,1,1.00630551033e-06
concealed,5,5.03152755164e-06
obscured,4,4.02522204131e-06
novices,2,2.01261102066e-06
deserved,17,1.71071936756e-05
iaylor,4,4.02522204131e-06
wrinkles,16,1.61008881652e-05
deserver,2,2.01261102066e-06
deserves,40,4.02522204131e-05
solinus,2,2.01261102066e-06
wrinkled,14,1.40882771446e-05
_anon,1,1.00630551033e-06
noddle,1,1.00630551033e-06
vizaments,1,1.00630551033e-06
gipsey,1,1.00630551033e-06
sleepest,2,2.01261102066e-06
chirping,1,1.00630551033e-06
clustering,1,1.00630551033e-06
spak,2,2.01261102066e-06
span,5,5.03152755164e-06
tasting,2,2.01261102066e-06
smilets,1,1.00630551033e-06
spar,4,4.02522204131e-06
redoubled,4,4.02522204131e-06
opens,10,1.00630551033e-05
jacks,8,8.05044408262e-06
carping,3,3.01891653098e-06
stillest,1,1.00630551033e-06
stigmatic,2,2.01261102066e-06
considerable,2,2.01261102066e-06
peeped,1,1.00630551033e-06
charmed,7,7.04413857229e-06
swithold,1,1.00630551033e-06
frush,1,1.00630551033e-06
maturity,2,2.01261102066e-06
charmer,1,1.00630551033e-06
chaf,5,5.03152755164e-06
influence,12,1.20756661239e-05
haunt,17,1.71071936756e-05
cham,1,1.00630551033e-06
char,1,1.00630551033e-06
chas,10,1.00630551033e-05
chat,14,1.40882771446e-05
surveying,1,1.00630551033e-06
snatching,3,3.01891653098e-06
idleness,15,1.50945826549e-05
mattock,4,4.02522204131e-06
conceptions,1,1.00630551033e-06
fumitory,1,1.00630551033e-06
_kent,2,2.01261102066e-06
livings,1,1.00630551033e-06
bianca,118,0.000118744050219
perverse,4,4.02522204131e-06
lane,12,1.20756661239e-05
land,225,0.000226418739824
lanc,1,1.00630551033e-06
wafer,1,1.00630551033e-06
lank,5,5.03152755164e-06
scream,1,1.00630551033e-06
fidelicet,2,2.01261102066e-06
beverage,1,1.00630551033e-06
napes,1,1.00630551033e-06
dawning,6,6.03783306197e-06
incorporate,10,1.00630551033e-05
inkhorn,3,3.01891653098e-06
agued,1,1.00630551033e-06
_waking,6,6.03783306197e-06
unbuttoning,1,1.00630551033e-06
broader,2,2.01261102066e-06
amiss,38,3.82396093925e-05
agues,4,4.02522204131e-06
turkish,9,9.05674959295e-06
horsing,1,1.00630551033e-06
narbon,3,3.01891653098e-06
debarred,1,1.00630551033e-06
expeditious,1,1.00630551033e-06
carelessly,5,5.03152755164e-06
indicating,1,1.00630551033e-06
scanter,1,1.00630551033e-06
fingres,7,7.04413857229e-06
scanted,5,5.03152755164e-06
petitions,7,7.04413857229e-06
minerals,1,1.00630551033e-06
detested,16,1.61008881652e-05
personating,1,1.00630551033e-06
fewer,3,3.01891653098e-06
opinioned,1,1.00630551033e-06
leonardo,5,5.03152755164e-06
lombardy,1,1.00630551033e-06
592,1,1.00630551033e-06
596,2,2.01261102066e-06
vides,1,1.00630551033e-06
mishap,2,2.01261102066e-06
progenitors,4,4.02522204131e-06
wrastling,2,2.01261102066e-06
musite,1,1.00630551033e-06
video,1,1.00630551033e-06
quarrelous,1,1.00630551033e-06
unmitigable,1,1.00630551033e-06
victor,11,1.10693606136e-05
sweats,5,5.03152755164e-06
waning,7,7.04413857229e-06
sweaty,2,2.01261102066e-06
interrogatories,2,2.01261102066e-06
flowing,8,8.05044408262e-06
termagant,2,2.01261102066e-06
orleans,72,7.24539967436e-05
fifteen,16,1.61008881652e-05
unbolted,1,1.00630551033e-06
volant_,1,1.00630551033e-06
unwittingly,2,2.01261102066e-06
survey,18,1.81134991859e-05
derby,32,3.22017763305e-05
maws,2,2.01261102066e-06
mussel,1,1.00630551033e-06
makes,400,0.000402522204131
maker,17,1.71071936756e-05
rive,6,6.03783306197e-06
untangled,1,1.00630551033e-06
outworths,1,1.00630551033e-06
rivo,1,1.00630551033e-06
nibbling,2,2.01261102066e-06
desiring,6,6.03783306197e-06
confidence,16,1.61008881652e-05
incertain,6,6.03783306197e-06
next,183,0.00018415390839
indited,2,2.01261102066e-06
eleven,26,2.61639432685e-05
forewarning,1,1.00630551033e-06
pencil,4,4.02522204131e-06
babe,47,4.72963589854e-05
utruvio,1,1.00630551033e-06
baby,17,1.71071936756e-05
customer,2,2.01261102066e-06
clients,3,3.01891653098e-06
demaund,1,1.00630551033e-06
retell,1,1.00630551033e-06
errest,1,1.00630551033e-06
customed,1,1.00630551033e-06
scatter,15,1.50945826549e-05
_smothers,1,1.00630551033e-06
murmuring,4,4.02522204131e-06
neare,3,3.01891653098e-06
plate,11,1.10693606136e-05
process,20,2.01261102066e-05
lock,48,4.83026644957e-05
rode,17,1.71071936756e-05
honneur,3,3.01891653098e-06
rods,4,4.02522204131e-06
crispianus,1,1.00630551033e-06
educational,1,1.00630551033e-06
procures,2,2.01261102066e-06
procured,1,1.00630551033e-06
resolutes,1,1.00630551033e-06
mightst,27,2.71702487788e-05
intelligent,4,4.02522204131e-06
clasping,1,1.00630551033e-06
pales,4,4.02522204131e-06
paler,4,4.02522204131e-06
unmuffles,1,1.00630551033e-06
baisant,1,1.00630551033e-06
unguem,1,1.00630551033e-06
thigh,13,1.30819716343e-05
mute,20,2.01261102066e-05
altogether,26,2.61639432685e-05
despiseth,2,2.01261102066e-06
directs,1,1.00630551033e-06
perfect,62,6.23909416403e-05
broiling,1,1.00630551033e-06
meantime,32,3.22017763305e-05
thieves,50,5.03152755164e-05
stalled,1,1.00630551033e-06
perfectest,1,1.00630551033e-06
ramston,1,1.00630551033e-06
theame,1,1.00630551033e-06
physicians,8,8.05044408262e-06
prosper,25,2.51576377582e-05
prophetess,5,5.03152755164e-06
fyts,1,1.00630551033e-06
snaky,1,1.00630551033e-06
snake,11,1.10693606136e-05
alcides,8,8.05044408262e-06
ecstacy,1,1.00630551033e-06
corruptly,1,1.00630551033e-06
hastes,2,2.01261102066e-06
wharfs,1,1.00630551033e-06
stablishment,1,1.00630551033e-06
richnes,1,1.00630551033e-06
forerunning,1,1.00630551033e-06
disbench,1,1.00630551033e-06
scorch,5,5.03152755164e-06
glasses,11,1.10693606136e-05
suitors,19,1.91198046962e-05
booke,1,1.00630551033e-06
bump,1,1.00630551033e-06
bums,1,1.00630551033e-06
books,41,4.12585259234e-05
witness,132,0.000132832327363
likings,2,2.01261102066e-06
manhoods,2,2.01261102066e-06
omnipotent,3,3.01891653098e-06
trulls,1,1.00630551033e-06
campeius,22,2.21387212272e-05
frowns,21,2.11324157169e-05
unprepared,2,2.01261102066e-06
apprehends,3,3.01891653098e-06
fitly,6,6.03783306197e-06
unwieldy,3,3.01891653098e-06
ethiop,1,1.00630551033e-06
greedy,8,8.05044408262e-06
decoct,1,1.00630551033e-06
gallons,1,1.00630551033e-06
could,686,0.000690325580085
suppliance,1,1.00630551033e-06
length,45,4.52837479647e-05
ungravely,1,1.00630551033e-06
repeats,1,1.00630551033e-06
clotpoll,2,2.01261102066e-06
recomforted,1,1.00630551033e-06
scene,1191,0.0011985098628
soothing,3,3.01891653098e-06
takest,1,1.00630551033e-06
affliction,21,2.11324157169e-05
scent,4,4.02522204131e-06
ulcerous,3,3.01891653098e-06
ordering,3,3.01891653098e-06
seriousnes,1,1.00630551033e-06
sergeant,16,1.61008881652e-05
foretelling,1,1.00630551033e-06
enforcement,8,8.05044408262e-06
stomach,49,4.93089700061e-05
quarry,3,3.01891653098e-06
devoutly,3,3.01891653098e-06
yellowing,1,1.00630551033e-06
slaine,4,4.02522204131e-06
egregious,4,4.02522204131e-06
chattels,3,3.01891653098e-06
occupat,1,1.00630551033e-06
act_4,15,1.50945826549e-05
act_5,2,2.01261102066e-06
twos,2,2.01261102066e-06
act_2,1,1.00630551033e-06
act_3,13,1.30819716343e-05
intelligis,1,1.00630551033e-06
false,329,0.000331074512898
shrinks,4,4.02522204131e-06
chivalrous,1,1.00630551033e-06
directitude,2,2.01261102066e-06
tonight,134,0.000134844938384
mountainous,3,3.01891653098e-06
dishes,13,1.30819716343e-05
honneur_,2,2.01261102066e-06
epistrophus,1,1.00630551033e-06
manor,3,3.01891653098e-06
cipher,7,7.04413857229e-06
boarish,1,1.00630551033e-06
bred,63,6.33972471506e-05
sorrowest,1,1.00630551033e-06
perceiving,1,1.00630551033e-06
brew,8,8.05044408262e-06
rainbows,1,1.00630551033e-06
dependant,1,1.00630551033e-06
tapp,1,1.00630551033e-06
jay,4,4.02522204131e-06
jaw,2,2.01261102066e-06
jar,8,8.05044408262e-06
exhalation,2,2.01261102066e-06
tape,2,2.01261102066e-06
riding,10,1.00630551033e-05
gnaws,2,2.01261102066e-06
undivided,1,1.00630551033e-06
prohibition,2,2.01261102066e-06
wring,12,1.20756661239e-05
gnawn,2,2.01261102066e-06
comprising,1,1.00630551033e-06
taxes,2,2.01261102066e-06
stuff,64,6.4403552661e-05
strengthened,2,2.01261102066e-06
allusion,2,2.01261102066e-06
pronoun,1,1.00630551033e-06
appliance,4,4.02522204131e-06
frame,49,4.93089700061e-05
respites,1,1.00630551033e-06
dungeon,8,8.05044408262e-06
destiny,22,2.21387212272e-05
insulting,10,1.00630551033e-05
posse,1,1.00630551033e-06
orgulous,1,1.00630551033e-06
hirs,1,1.00630551033e-06
tented,1,1.00630551033e-06
staring,9,9.05674959295e-06
perfidious,5,5.03152755164e-06
challengers,1,1.00630551033e-06
marts,1,1.00630551033e-06
bristow,3,3.01891653098e-06
bristol,3,3.01891653098e-06
boyet,101,0.000101636856543
cudgel,16,1.61008881652e-05
boyes,14,1.40882771446e-05
knighthoods,1,1.00630551033e-06
conclude,29,2.91828597995e-05
turncoats,1,1.00630551033e-06
stithied,1,1.00630551033e-06
rougher,2,2.01261102066e-06
wormwood,6,6.03783306197e-06
aegeon,26,2.61639432685e-05
attainder,4,4.02522204131e-06
entitle,3,3.01891653098e-06
feather,32,3.22017763305e-05
marcellus,48,4.83026644957e-05
_bassanio,1,1.00630551033e-06
forspoke,1,1.00630551033e-06
misguide,1,1.00630551033e-06
hateful,46,4.62900534751e-05
banish,126,0.000126794494301
garrisons,1,1.00630551033e-06
sourly,3,3.01891653098e-06
lecherous,4,4.02522204131e-06
deductible,1,1.00630551033e-06
westerly,1,1.00630551033e-06
stuffing,2,2.01261102066e-06
purchas,12,1.20756661239e-05
aquilon,1,1.00630551033e-06
lascivious,15,1.50945826549e-05
entombs,1,1.00630551033e-06
ransom,59,5.93720251093e-05
denial,11,1.10693606136e-05
pangs,15,1.50945826549e-05
pauls,1,1.00630551033e-06
greifes,2,2.01261102066e-06
mainmast,1,1.00630551033e-06
unwelcome,6,6.03783306197e-06
colts,3,3.01891653098e-06
audit,9,9.05674959295e-06
off,541,0.000544411281087
audis,1,1.00630551033e-06
patterns,3,3.01891653098e-06
oft,160,0.000161008881652
newest,5,5.03152755164e-06
hallowmas,4,4.02522204131e-06
steely,2,2.01261102066e-06
clocks,4,4.02522204131e-06
web,17,1.71071936756e-05
disannuls,1,1.00630551033e-06
wee,14,1.40882771446e-05
wed,38,3.82396093925e-05
_soft,1,1.00630551033e-06
wel,1,1.00630551033e-06
wer,6,6.03783306197e-06
villagery,1,1.00630551033e-06
wet,25,2.51576377582e-05
practise,20,2.01261102066e-05
unshout,1,1.00630551033e-06
crum,1,1.00630551033e-06
pied,5,5.03152755164e-06
roussi,2,2.01261102066e-06
piec,2,2.01261102066e-06
supping,1,1.00630551033e-06
pier,1,1.00630551033e-06
pies,3,3.01891653098e-06
burgomasters,1,1.00630551033e-06
ransomed,3,3.01891653098e-06
alencon,44,4.42774424544e-05
flickering,1,1.00630551033e-06
presuppos,1,1.00630551033e-06
become,155,0.000155977354101
surest,2,2.01261102066e-06
incens,12,1.20756661239e-05
passio_,1,1.00630551033e-06
underwent,1,1.00630551033e-06
_tell,1,1.00630551033e-06
matin,1,1.00630551033e-06
immortal,29,2.91828597995e-05
soothsay,1,1.00630551033e-06
scatters,3,3.01891653098e-06
choosing,5,5.03152755164e-06
flush,3,3.01891653098e-06
hissing,4,4.02522204131e-06
farewells,2,2.01261102066e-06
passion,123,0.00012377557777
copulation,2,2.01261102066e-06
iustice,8,8.05044408262e-06
pressure,1,1.00630551033e-06
ordaine,1,1.00630551033e-06
posterity,14,1.40882771446e-05
imaginary,10,1.00630551033e-05
coldly,16,1.61008881652e-05
useth,4,4.02522204131e-06
blackness,4,4.02522204131e-06
swimming,2,2.01261102066e-06
letters,133,0.000133838632874
sharpness,3,3.01891653098e-06
privates,2,2.01261102066e-06
letter_,2,2.01261102066e-06
impieties,1,1.00630551033e-06
watchman,16,1.61008881652e-05
meissen,1,1.00630551033e-06
heresy,6,6.03783306197e-06
souviendrai,1,1.00630551033e-06
thrumm,1,1.00630551033e-06
sextus,6,6.03783306197e-06
tossed,1,1.00630551033e-06
howsome,2,2.01261102066e-06
evident,7,7.04413857229e-06
shrunk,9,9.05674959295e-06
ercles,2,2.01261102066e-06
flieth,1,1.00630551033e-06
placed,12,1.20756661239e-05
burdened,1,1.00630551033e-06
proserpine,1,1.00630551033e-06
periwig,3,3.01891653098e-06
proserpina,2,2.01261102066e-06
quarries,1,1.00630551033e-06
nurses,2,2.01261102066e-06
nurser,1,1.00630551033e-06
outburneth,1,1.00630551033e-06
pyniond,1,1.00630551033e-06
hearers,11,1.10693606136e-05
aristotle,2,2.01261102066e-06
nursed,2,2.01261102066e-06
effected,9,9.05674959295e-06
compared,3,3.01891653098e-06
didst,191,0.000192204352473
deadly,59,5.93720251093e-05
lately,32,3.22017763305e-05
saviour,1,1.00630551033e-06
compares,1,1.00630551033e-06
details,1,1.00630551033e-06
behold,183,0.00018415390839
beseechers,1,1.00630551033e-06
burdenous,1,1.00630551033e-06
repeat,19,1.91198046962e-05
erposting,1,1.00630551033e-06
virgilia,38,3.82396093925e-05
casque,3,3.01891653098e-06
myrmidon,2,2.01261102066e-06
misbegot,1,1.00630551033e-06
